	of
power	vacuum
powerful	message
powers	actor
powers	director
powers	international
powers	villain
practice	and
practices	in
praise	on
praise	the
praised	by
praised	for
praising	the
pre	designed
precincts	and
predators	and
predecessors	bustamante
predict	a
predictability	of
prediction	technology
predictive	policing
predictive	program
predicts	that
prefer	to
pregnant	girlfriend
prejudice	and
prejudice	but
premier	kristina
premier	silvio
premises	of
prepared	to
preparing	for
preparing	to
prescription	medication
prescriptions	at
presented	to
presents	story
president	barack
president	los
president	obama
president	of
president	richard
press	conference
press	material
press	of
press	release
pressure	in
prestigious	think
prevalent	fuels
prevent	it
prevention	crime
prevention	meeting
prevention	network
prevention	programs
prevention	should
prevention	will
previews	length
previous	arrests
previous	charges
previous	leader
previous	six
previous	years
price	donor
price	last
prices	attracted
priest	faces
priest	from
priest	in
priest	to
primary	backer
prime	minister
primer	on
primitive	level
princeton	h
principal	investigator
print	url
printed	on
printing	service
prints	on
prior	to
prioritizes	safety
prioritizing	public
priority	on
priority	said
priority	what
prison	and
prison	for
prison	gang
prison	he
prison	imes
prison	in
prison	load
prison	overcrowding
prison	without
prisons	and
private	property
prize	for
prizes	additional
proactively	target
probable	there
probably	contribute
probably	to
probation	after
probation	for
probation	police
probation	which
probe	byline
probe	conducted
probe	publication
probed	as
problem	in
problematic	i
problems	as
problems	now
problems	of
proceedings	but
proceedings	in
process	although
process	called
process	has
process	of
processors	and
proclaimed	he
prods	squad
produce	through
produced	an
produced	by
producer	in
producing	project
producing	through
product	of
production	for
production	on
production	pg
production	the
productive	in
products	are
products	deputies
products	section
products	were
products	worth
profane	where
professional	ability
professionalism	efficiency
professionally	life
professionals	in
professionals	through
professor	at
professor	emeritus
professor	of
profit	los
profound	effects
profound	is
program	after
program	and
program	are
program	being
program	came
program	can
program	designed
program	for
program	has
program	is
program	offering
program	one
program	restricted
program	s
program	said
program	through
program	to
program	was
program	when
program	which
program	with
programs	community
programs	further
programs	homeless
programs	like
programs	local
programs	services
programs	such
programs	that
programs	the
programs	to
progress	against
progress	made
progress	villaraigosa
progressed	past
prohibition	on
project	as
project	at
project	centres
project	is
project	warners
projected	cost
prominent	figure
prominently	in
promised	a
promises	new
promising	and
promising	hollywood
promote	his
promoted	to
promotes	anti
promoting	it
prompting	speculation
prompts	c
prompts	quarantine
pronounced	dead
pronouncements	on
proof	screens
propensity	of
proper	conclusions
proper	department
proper	use
properties	anonymous
properties	form
property	and
property	appeared
property	case
property	crime
property	crimes
property	from
property	his
property	ibarra
property	the
property	values
property	when
property	with
proposed	cost
proposed	funding
proposed	legislation
proposed	moss
prosecute	them
prosecuted	violent
prosecution	ms
prosecution	she
prosecution	unit
prosecutions	of
prosecutor	and
prosecutor	for
prosecutor	in
prosecutor	named
prosecutor	who
prosecutors	and
prosecutors	began
prosecutors	in
prosecutors	instead
prosecutors	jennifer
prosecutors	said
prosecutors	say
prosecutors	who
protagonist	detective
protect	our
protected	through
protecting	their
protection	for
protective	casings
protector	that
protester	adam
protesters	are
proud	that
proud	to
prove	himself
prove	useful
provide	any
provide	better
provide	crime
provide	information
provide	more
provide	support
provide	the
provided	anecdotal
provided	by
provided	him
provided	hours
provided	limited
provided	with
providing	information
providing	tips
pryor	cultural
psychiatrist	elizabeth
psyllid	after
psyllid	quarantines
pty	limited
pty	ltd
public	at
public	crime
public	for
public	forum
public	he
public	library
public	s
public	safety
public	should
public	to
public	trust
public	via
publication	inc
publication	type
publicized	and
publicized	photo
published	by
published	in
publishing	presents
publishing	society
pull	all
pulled	out
pulled	over
pulp	viewers
punched	mendez
punching	among
punishable	by
punishment	lohan
pupils	into
purchases	for
purpose	and
purpose	here
purpose	of
pursue	sex
pursue	sexual
pursued	and
pursued	charges
pursuit	of
pursuit	the
push	saying
push	the
push	your
pushed	to
put	a
put	back
put	more
put	our
put	that
put	the
put	their
put	under
putting	his
putting	police
q	eg
qc	copyright
qc	time
qg	arrest
qg	copyright
quarantine	area
quarantine	california
quarantine	to
quarantines	had
quartet	novels
quest	for
question	a
question	in
question	of
question	the
question	whether
questioned	after
questioned	following
questioned	the
questioning	and
questions	as
questions	call
questions	come
questions	from
questions	were
quickly	establishing
quickly	from
quickly	proclaimed
quickly	reverse
quinn	donor
quinn	last
quirks	include
quite	a
quote	is
r	austin
r	avirom
r	behar
r	birnberg
r	childress
r	english
r	feldman
r	i
r	isaacs
r	matthai
r	mcdonough
r	petillon
r	robie
r	stepp
r	trotter
race	approaches
race	for
race	or
race	prejudice
racial	violence
racial	wounds
racially	and
racism	abuse
racist	insults
racketeering	drug
racketeering	indictment
racketeering	money
radical	muslims
radicalization	baca
radner	s
raffles	will
raggedy	the
rahm	emanuel
raid	in
raid	section
raid	sgt
raid	was
raided	a
raided	locations
raider	willie
raids	targeting
raised	by
raised	eyebrows
raised	household
raised	their
raising	america
raja	said
ralph	j
ralph	paul
ralph	s
ralphs	foothill
ram	in
ram	on
ramin	cohan
rampant	crime
ramsey	lakewood
ran	a
ran	away
ran	into
rancho	mirage
rancho	palos
rand	corp
rand	corporation
rand	had
rand	heard
rand	is
rand	oops
rand	researchers
rand	s
rand	study
randee	barak
random	acts
random	task
range	of
range	our
range	usd
ranging	from
rank	and
ranked	california
ranking	gang
ranks	of
rap	because
rap	the
rape	and
rape	assault
rape	at
rape	cases
rape	convictions
rape	homicide
rape	of
rape	robbery
rape	victim
raped	and
rapid	succession
rare	chance
rare	failure
rare	that
rate	across
rate	as
rate	has
rate	in
rate	is
rate	looks
rate	of
rate	per
rate	slips
rate	than
rate	was
rates	and
rates	down
rates	have
rates	in
rather	ironic
rather	live
rather	than
rather	there
ravelo	indicted
rawles	donor
rawles	last
raymond	george
raymond	lamb
raytheon	co
raytheon	public
raytheon	to
rbf	consulting
rbf	made
rbf	pegged
rbf	s
re	arnold
re	asked
re	assault
re	check
re	crime
re	focused
re	gang
re	going
re	it
re	not
re	operation
re	proud
re	rich
re	richardson
re	safety
re	seeing
re	smarter
re	surviving
re	the
re	true
re	urged
re	writing
reached	at
reached	the
read	about
read	characters
read	every
read	in
read	report
read	their
read	towards
read	with
reading	books
ready	to
real	actors
real	detective
real	emotions
real	life
real	pain
real	well
real	women
really	be
really	dropping
really	hate
really	rose
really	think
reappointed	to
reappointments	to
reason	philosophy
reason	simply
reason	why
reasonable	people
reasoning	that
rebecca	hall
rebound	easily
recall	load
receive	a
received	a
receiving	a
receiving	companies
receiving	stolen
recent	appellate
recent	credits
recent	drop
recent	historical
recent	memoir
recent	shootings
recent	shootouts
recent	spike
recently	booked
recently	came
recently	finished
recently	in
recently	launched
recently	were
recession	as
recipient	details
recipient	los
reciting	statistics
reckless	discharge
reckless	fiscal
recognize	and
recognize	he
recognized	by
reconcile	california
record	angelenos
record	ms
record	of
record	said
records	lawler
recover	quickly
recovered	nearly
recovered	over
recovered	stolen
recovered	the
recovers	worth
recovery	team
recreation	facilities
recruited	to
recruitment	activities
recycling	businesses
red	bag
red	bandanna
red	light
red	signals
redoing	the
reduce	prison
reduce	the
reduce	waste
reduced	cost
reduced	the
reducing	effects
reduction	in
reduction	letters
reduction	said
reductions	in
reed	business
reed	elsevier
referred	to
reflect	what
reflected	city
refn	s
reform	and
reform	editorial
reform	in
reforming	and
reforms	in
refused	to
refuted	these
regarding	american
regarding	that
regarding	the
regards	to
regina	chavira
reginald	beijer
region	by
region	from
region	in
region	said
regional	crime
regional	news
regional	park
regional	program
regional	technology
regionwide	so
register	all
register	california
register	online
register	section
register	with
register	writer
registered	sex
registered	with
registration	call
registration	ends
regular	basis
regular	trash
regularly	topped
regulating	dispensaries
regulations	bring
regulations	in
regulatory	agency
rehab	in
rehabilitated	during
reichert	donor
reichert	last
reimbursement	for
rejected	an
rejected	the
related	crime
related	crimes
related	disease
related	donor
related	murder
related	story
related	to
relates	to
relations	with
relationship	although
relationship	is
relatively	few
relaxes	they
relay	the
release	and
release	from
release	lauren
release	of
release	on
release	section
release	the
release	tuesday
released	a
released	because
released	by
released	few
released	in
released	last
released	lt
released	on
released	statements
released	surveillance
released	tuesday
releases	crime
releases	its
relevant	to
reliable	markers
reliable	than
relied	on
relies	on
religion	but
religion	that
religious	freedom
religious	opposition
religiously	charged
rely	on
relying	no
relying	on
remain	anonymous
remain	at
remain	in
remain	open
remained	fairly
remained	in
remained	open
remains	hospitalized
remains	in
remains	on
remains	unknown
remaking	of
remarkable	but
remember	nsw
remember	that
reminds	one
remorseful	robbery
remorseful	suspect
removal	and
removal	service
remove	it
removed	and
removed	the
renken	athletic
rep	ny
repair	and
repair	programs
repairs	la
replace	runner
replica	handgun
replica	was
replicated	their
reply	letter
reply	to
report	and
report	appearing
report	august
report	didn
report	from
report	in
report	lives
report	of
report	relied
report	section
report	that
report	the
reported	a
reported	aug
reported	crimes
reported	here
reported	in
reported	load
reported	no
reported	on
reported	son
reported	that
reported	the
reported	this
reported	to
reported	tuesday
reportedly	saw
reportedly	seen
reporter	even
reporter	for
reporter	section
reporter	turned
reporters	on
reporting	inc
reporting	on
reporting	software
reporting	systems
reports	for
reports	load
reports	of
reports	section
reports	that
reports	within
repped	by
represent	our
representative	vaishalee
representatives	from
representatives	no
representatives	of
representatives	were
represented	a
represents	a
reputable	article
reputation	as
request	them
requested	no
required	energy
required	to
requires	all
resale	officials
rescue	thriller
research	and
research	facility
research	group
research	is
research	training
research	which
researchers	at
researchers	combined
researchers	looked
researchers	scoured
researchers	studied
researchers	to
researchers	using
reseda	pot
reseda	that
resemblance	to
reservations	contact
reservations	is
reserved	of
reserved	verigift
resh	donor
resh	last
residence	another
residence	as
residence	authorities
residence	other
residence	without
resident	george
resident	of
resident	was
residents	about
residents	are
residents	expression
residents	involved
residents	more
residents	near
residents	section
residents	the
residents	through
residents	to
residents	who
resigned	in
resigned	the
resolve	an
resonated	loudly
resounding	f
resources	in
resources	to
respected	research
respectively	jon
responded	to
response	to
responsibility	for
responsibility	to
responsible	for
rest	will
restaurants	beverage
restricted	donation
result	compared
result	in
result	of
result	usher
resulted	in
resulting	in
results	are
results	including
results	of
results	to
resurgence	in
retaliating	against
retracted	dispensary
retracted	its
retroactively	pull
return	a
return	calls
return	from
return	home
return	to
returned	to
returns	to
reuters	section
reveal	the
revealed	he
reveals	that
reverse	all
review	and
review	system
reviewing	complaints
reviewing	the
revised	study
revolutionary	new
reward	callers
reward	for
reward	is
reward	of
reward	offered
reward	was
rewarded	up
rewards	for
rewards	of
rex	s
rhetoric	re
rhonda	r
rialto	engineers
rialto	metrolink
rich	flying
richard	a
richard	allen
richard	b
richard	chernick
richard	drooyan
richard	linklater
richard	walch
richardson	ethics
richardson	is
richly	deserved
richman	oakland
rick	c
rid	a
rid	of
riddle	said
ride	alongs
ride	on
rides	free
rides	tall
ridiculous	statement
riding	a
rifle	at
rifle	dark
rifle	sheriff
rifle	two
rifle	weapon
right	away
right	bend
rightful	owner
rights	activists
rights	also
rights	are
rights	award
rights	later
rights	officials
rights	organization
rights	reserved
rights	section
rights	two
rights	violations
rincon	is
rincon	used
rincon	was
ring	as
ring	busted
ring	in
ring	leader
ring	probe
ring	returned
ring	stolen
ring	uncovered
ring	was
ring	whose
rings	the
rio	hondo
riot	and
riot	police
rioting	and
riots	took
rises	markedly
rises	through
rising	debt
risk	since
ritu	m
rival	and
rival	gang
rival	the
rivals	it
rivera	area
riverside	and
riverside	counties
riverside	reginald
road	a
road	food
road	in
road	officials
road	policing
road	s
road	to
road	youths
roadshow	period
robbed	a
robber	c
robber	s
robberies	and
robberies	burglaries
robberies	in
robberies	of
robberies	the
robbers	for
robbers	just
robbery	along
robbery	and
robbery	assault
robbery	attempted
robbery	being
robbery	byline
robbery	crews
robbery	lawler
robbery	maher
robbery	of
robbery	rape
robbery	ring
robbery	suspect
robbery	suspects
robbery	took
robbery	victim
robbery	were
robbing	a
robert	e
robert	garcia
robert	n
robert	s
robert	william
