of documents 1 of 1
law enforcement to 59 6
law enforcement use 3 1
law enforcement which 4 1
law enforcement will 2 1
law enforcement with 12 2
law enforcement would 3 1
law enforcement yet 1 1
law harv l 4 2
law hum behav 2 1
law in a 1 2
law in an 3 1
law in the 6 3
law is a 1 1
law journal geo 1 1
law journal georgetown 1 1
law journal june 1 1
law n and 1 2
law n richard 1 1
law n see 3 3
law n these 1 1
law n this 2 1
law of the 2 2
law on a 1 2
law procedurecriminal offensesweaponsgeneral 3 1
law proceduresearch seizuresearch 1 1
law professor at 1 2
law professor said 1 11
law professors have 1 1
law requires that 2 2
law review association 2 1
law review fall 1 2
law review for 2 2
law review geo 1 1
law review inc 2 1
law review summer 1 1
law s response 8 1
law scholarship j 1 1
law school and 2 2
law school j 1 2
law school ph 1 1
law soc inquiry 5 1
law soc y 13 4
law th ed 1 1
law that is 4 1
law the authors 1 1
law u c 2 1
law u pa 1 2
law university of 5 2
law why driving 1 1
law yale l 3 1
lawbill of rightsfundamental 4 3
lawcriminal offensesdata crimes 1 1
lawful stop and 1 1
lawrence lessig the 1 1
lawrence v texas 1 1
lawrence w sherman 3 4
laws in the 3 1
laws such as 2 3
lawyers and judges 1 1
lawyers and scholars 1 1
lawyers to fight 1 2
lead the department 1 11
lead to a 11 9
lead to any 1 1
lead to discrimination 1 1
lead to more 9 2
leadership in many 1 1
leadership of the 1 1
leading to a 3 2
leading to the 4 4
leading up to 5 2
leads him reasonably 1 3
leads the department 3 1
leads to a 1 1
leads to an 4 1
leads to more 4 1
leads to the 1 2
learn from wal 3 2
learn your secrets 1 1
learned about the 3 3
learning techniques n 1 1
learning to vast 3 1
least a minimal 2 1
least from the 2 1
least in some 1 1
least part of 1 1
least three reasons 1 1
least to some 1 1
leave behind images 1 1
led by police 1 1
led by the 1 2
led intelligence integrating 1 1
led policing and 4 3
led policing or 2 2
led some commentators 1 1
led the u 2 1
led to a 13 7
led to an 3 3
led to less 1 1
led to some 2 1
led to the 12 4
lee tien privacy 1 1
left in palo 1 1
left the police 1 2
legal and policy 6 1
legal authority for 1 1
legal authority to 4 3
legal cynicism and 4 1
legal f n 2 1
legal process n 1 1
legal reform efforts 1 1
legal rules n 2 1
legal scholars have 3 1
legal scholarship n 1 1
legal scholarship on 2 1
legal services to 1 1
legal stud n 2 1
legal system and 2 2
legal system in 1 1
legal system n 1 1
legal topics computer 3 2
legal topics constitutional 6 2
legal topics criminal 5 3
legal topics for 20 8
legal wrongdoing n 2 3
legally and morally 3 2
legislative efforts to 1 1
legislatures courts and 1 1
legitimacy a randomized 1 1
legitimacy and legal 6 1
legitimacy as a 2 1
legitimacy of the 9 4
legitimacy to the 1 1
lend themselves to 3 1
lend themselves toward 3 1
lenese c herbert 2 1
length of imprisonment 1 1
length of residence 1 1
length words a 3 3
length words article 18 6
length words dateline 11 2
length words in 2 3
length words july 1 1
length words june 1 1
length words sept 1 1
length words the 2 14
lengthy prison sentence 1 1
lerner supra note 1 1
leslie w kennedy 1 2
less constitutional protection 2 1
less demanding standard 3 3
less legitimate than 2 2
less likely than 4 1
less likely to 37 8
less of a 1 1
less often emphasized 1 1
less predictive policing 1 1
less serious and 1 1
less than a 6 4
less than of 1 1
less than one 1 1
less than percent 7 1
less than preponderance 2 3
less willing to 2 2
lessons for urban 2 1
lessons from the 8 1
lessons of the 1 1
lester police clicking 1 1
let alone a 3 1
let s not 3 1
let the cameras 1 1
level drug offenses 2 3
level drug possession 1 1
level in the 2 1
level n the 2 1
level of a 1 2
level of accountability 4 1
level of detail 2 1
level of granularity 1 1
level of objective 5 6
level of particularized 1 1
level of police 1 2
level of reasonable 4 1
level of suspicion 6 3
level the fbi 3 1
levels of crime 2 4
levels of criminal 2 5
levels of criminality 1 1
levels of fourth 2 1
levels of other 1 1
levels of police 2 2
levels of the 2 1
levels of trust 2 1
leverage advanced analytics 1 1
levers focused deterrence 1 1
levine supra note 6 2
levine the new 1 1
lewis moneyball the 1 1
lewis r katz 3 1
li anil k 1 1
liberties of the 1 1
liberties union has 1 1
liberty and privacy 1 2
liberty interests in 1 1
library of congress 6 11
license plate numbers 2 1
license plate readers 12 16
license plate recognition 4 1
lichtblau f b 1 1
lidster u s 2 1
lies in the 2 3
life course race 1 1
life in a 1 1
life in many 1 1
life in prison 1 1
life in public 1 1
life in the 8 1
life n y 3 1
life on which 3 1
light of his 1 4
light of the 8 2
like a contagious 1 1
like good branding 2 1
like in the 3 1
like justice sotomayor 1 1
like machine learning 3 1
like minority report 1 1
like probable cause 2 2
like the first 1 1
like the one 3 1
like they re 5 1
like those in 1 1
like those of 1 1
like to thank 3 1
like to use 2 2
likelihood of a 3 10
likelihood of being 1 1
likelihood of criminal 2 1
likelihood of future 1 1
likelihood of the 1 1
likelihood that a 5 1
likelihood that an 1 1
likely be better 1 1
likely continue to 1 2
likely contributed to 1 2
likely future crime 1 1
likely than not 2 1
likely than other 3 1
likely that the 5 2
likely to accept 1 1
likely to be 109 29
likely to become 2 3
likely to cause 1 1
likely to change 3 1
likely to commit 15 1
likely to do 2 3
likely to encounter 1 1
likely to happen 8 7
likely to have 9 2
likely to involve 3 2
likely to kill 1 1
likely to know 1 1
likely to lead 2 1
likely to occur 30 28
likely to produce 2 1
likely to result 2 4
likely to succeed 1 2
likely to suffer 2 1
likely to take 5 2
limitations of the 3 3
limited all rights 14 4
limited in scope 1 1
limited number of 6 2
limited police resources 1 1
limited public resources 1 1
limited resources including 1 2
limited to the 7 1
limits must be 1 1
limits of available 1 1
limits of the 1 1
limits on surveillance 1 2
limits on the 5 2
linden street where 1 1
line between the 1 1
line level officers 1 1
line of cases 2 2
line of inquiry 2 1
link a suspect 1 2
linked in a 1 1
linked to the 4 1
liquor stores and 2 1
lisa tompson michael 1 1
list as strategy 2 1
list chicago police 2 1
list of places 1 1
listen to them 1 1
lists n the 1 1
lists of high 1 1
literature has developed 1 1
literature on the 2 2
little data tended 1 1
little different from 1 1
little doubt that 2 1
little imagination to 1 1
little in the 1 1
little more than 3 2
little or no 4 1
little red boxes 3 3
live in a 5 1
live in an 2 1
live in the 4 2
live up to 1 1
live work and 5 3
lived in the 1 2
lives and works 1 3
living in a 5 2
living in the 9 1
living in those 1 1
livingston police discretion 1 1
llc d b 2 1
lo xef c 2 2
load date april 8 6
load date august 5 7
load date december 4 8
load date february 1 1
load date july 5 5
load date june 6 5
load date march 7 12
load date may 9 3
load date october 6 4
load date september 6 3
loc gov loc 1 1
loc update on 1 1
local crime and 7 1
local criminal justice 2 7
local government agencies 1 2
local governments and 3 1
local governments could 2 1
local governments do 1 1
local governments n 1 2
local governments were 1 2
local la me 3 1
local law enforcement 49 7
local level and 1 1
local police departments 27 3
local police forces 5 2
local policing and 2 1
local policing the 2 1
local social and 2 1
local state and 6 4
location and crime 1 1
location and time 1 1
location as the 1 1
location associated with 2 1
location in a 2 1
location in determining 1 3
location is the 1 1
location of a 4 3
location of apartment 1 2
location of future 1 4
location of individuals 2 2
location of street 1 1
location of those 1 1
location plus evasion 1 1
location time and 1 3
location where drugs 1 1
locational interdependence as 1 1
locations of future 1 2
locations of interest 1 1
locations that were 1 1
locations where crime 5 1
locking people up 1 1
loewy rethinking search 1 1
log in to 1 1
logan policing identity 2 1
logan supra note 1 2
logic of predictive 1 1
logic of the 1 5
logical step in 1 1
logs in to 1 2
lohr how big 1 1
long as he 1 1
long as it 3 1
long as the 12 1
long as their 1 1
long as there 6 1
long as they 3 3
long beach police 2 11
long been a 2 1
long before the 1 1
long distances n 1 1
long history of 7 2
long into the 1 1
long periods of 1 1
long term strategy 1 2
long time and 1 1
long way from 1 1
long way to 2 1
longer and more 1 1
longer be able 1 1
longer crucial for 1 1
longer periods of 1 1
longitudinal analysis of 1 3
look at a 1 4
look at the 16 7
look at what 1 1
look for patterns 2 1
look much like 1 1
look out for 2 1
look to other 1 1
looked a lot 1 1
looked at the 3 1
looked in the 2 1
looking at a 1 2
looking at the 3 2
looking back to 1 1
looking for new 1 1
looking for people 2 3
looking for ways 2 1
looking to the 3 1
looks a lot 2 1
looks at the 2 2
looks yellow to 1 1
lopez v united 2 1
los angeles and 17 31
los angeles are 2 1
los angeles california 4 2
los angeles county 9 51
los angeles for 3 4
los angeles had 2 1
los angeles has 3 1
los angeles in 2 1
los angeles is 3 1
los angeles it 1 1
los angeles los 1 1
los angeles n 5 1
los angeles newspaper 3 13
los angeles one 1 2
los angeles police 58 71
los angeles santa 1 1
los angeles the 8 1
los angeles this 2 3
los angeles to 4 1
los angeles ucla 2 2
los angeles was 3 11
los angeles will 2 2
loss of a 1 1
loss of privacy 1 1
lost in translation 1 2
lot because it 1 1
lot like good 2 1
lot of people 2 1
lot of things 3 1
low for example 1 1
low level crimes 1 4
low level drug 6 3
low level marijuana 2 1
low level misdemeanor 1 1
low level non 3 1
low level offenses 2 5
low risk the 2 1
lower court reality 1 1
lower court s 1 1
lower courts have 5 3
lower crime rates 1 1
lower level crimes 1 1
lower levels of 3 2
lower rates of 1 2
lower standard than 1 1
lower than that 2 1
lowest level of 1 1
loy u chi 4 1
loyola law school 2 11
ltd all rights 9 8
luckerson what the 1 1
ludwig broken windows 2 2
luna supra note 1 2
luther king jr 1 1
ly philly azavea 1 1
lynn johnson race 2 1
m balkin the 1 1
m caplan et 3 2
m caplan mapping 1 1
m going to 9 1
m hureau the 1 1
m kahan reciprocity 1 1
m kahan social 3 1
m kahan the 1 1
m kennedy don 1 1
m l rev 2 1
m o hear 1 2
m on a 2 1
m regan legislating 1 1
m richards the 2 1
m saying making 2 1
m schwartz privacy 1 2
m trying to 1 3
macaskill nsa prism 1 1
machine learning techniques 13 1
machine learning to 35 1
maclin black and 1 1
maclin race and 1 1
maclin supra note 1 1
made a difference 2 1
made based on 5 1
made by an 1 1
made by field 1 1
made by the 9 14
made clear that 3 2
made great strides 2 1
made largely on 1 1
made off with 1 1
made on the 3 2
made possible by 13 1
made pursuant to 1 1
magazine archive broken 4 3
magazine index cfm 3 3
magazine shopping habits 1 1
magnitude of the 4 1
maintains an extensive 1 1
maintenance and the 1 1
maintenance of social 2 1
maintenance policing as 1 1
maintenance policing new 5 1
major highways the 1 2
major retailer from 1 1
major role in 1 1
majority held that 1 1
majority of cases 2 2
majority of its 1 1
majority of police 1 1
majority of states 1 1
majority of the 3 4
majority of which 2 1
majority opinion in 2 1
majority opinion n 2 1
make a decision 2 2
make a determination 1 1
make a variety 1 1
make an arrest 7 3
make arrests and 1 2
make choices on 1 1
make clear that 2 1
make decisions about 3 1
make decisions that 2 1
make difficult decisions 1 1
make it difficult 8 4
make it easier 6 2
make it less 2 1
make it more 5 1
make predictions about 3 4
make real time 1 1
make sense of 5 3
make sure that 3 1
make the city 1 1
make the decision 2 2
make the police 3 2
make their way 2 1
make them a 2 1
make them more 1 2
make up for 3 2
make up the 3 4
make us more 2 1
makes it even 1 1
makes it possible 3 2
makes sense to 5 2
making a reasonable 1 1
making and the 2 1
making based on 1 1
making certain kinds 1 1
making decisions about 2 1
making decisions based 1 1
making expressive conduct 2 1
making in the 2 2
making it the 1 1
making n the 1 1
making policing more 1 1
making process n 1 2
making sense of 7 2
making the stop 2 3
malcolm m feeley 2 2
male standing at 1 1
males between the 2 1
man a street 1 2
man of reasonable 1 1
man on the 1 1
man who had 1 1
management accountability in 1 1
management and the 5 1
management at www 1 1
management distributed by 1 1
management of documents 1 1
management section state 1 1
management visit emergency 1 1
managers to leverage 1 1
mandated by the 1 1
mandatory minimum sentences 2 1
mandatory videotaping of 1 1
manner in which 7 1
manner that is 3 2
many areas of 1 1
many aspects of 2 2
many cases the 3 1
many cities have 1 2
many cities including 2 1
many cities it 1 1
many commentators have 2 1
many groups and 1 2
many if not 4 1
many of the 43 9
many of these 20 6
many of those 4 1
many of which 6 1
many of whom 3 4
many other states 1 1
many police departments 6 11
many predictions fail 1 1
many thousands of 2 1
manyika et al 6 1
map n see 2 1
map of the 4 2
map that indicates 2 1
map was created 1 1
mapp v ohio 1 1
mapping and analysis 1 1
mapping and spatial 1 1
mapping and the 4 3
mapping crime principle 1 1
mapping for predicting 1 1
mapping from the 2 1
mapping software on 2 1
mapping the spatial 1 1
maps can be 1 1
mar am http 12 5
mar at in 1 1
mar at n 4 2
mar available at 5 2
mar http www 36 3
mar n see 5 4
mar pm http 4 7
mar see also 4 1
marc jonathan blitz 3 1
march language english 7 12
margaret raymond down 2 1
marketed to police 1 1
marks omitted n 10 29
marks omitted see 2 1
marshall j computer 1 2
marshall j dissenting 2 4
mart and amazon 3 4
martin b short 1 1
martin kaste can 1 1
martin luther king 2 1
mary bill rts 1 1
mary d fan 1 2
mary l rev 9 2
maryland u s 4 2
maryland v king 5 9
maryland v pringle 2 1
mass imprisonment and 2 1
mass incarceration in 12 4
mass incarceration n 7 1
mass police surveillance 1 1
mass surveillance and 5 1
massachusetts institute of 3 1
massive amounts of 10 4
massive data sets 2 1
massive quantities of 1 1
massive scale n 2 1
massive sets of 1 1
master s degree 1 11
matching data mining 3 1
materials see the 20 8
mathematical model of 1 1
mathematicians and social 1 3
matter how small 1 1
matter of fourth 1 1
matter of law 4 1
matter of practice 1 1
matter val u 1 1
matters minn l 1 1
matters of public 1 1
matthew b robinson 1 1
matthew tokson automation 1 1
max minzner putting 2 1
maximum number of 1 1
may actually be 1 1
may affect the 1 2
may allow police 1 1
may also be 9 2
may also have 2 1
may alter the 2 1
may attempt to 1 1
may available at 3 2
may be a 5 9
may be able 6 2
may be afoot 5 7
may be an 3 1
may be as 3 2
may be changing 1 1
may be different 3 2
may be disconnected 1 1
may be drawn 2 1
may be equally 1 1
may be far 1 1
may be found 1 2
may be further 1 1
may be helpful 2 1
may be impossible 3 3
may be in 3 1
may be less 3 3
may be made 1 1
may be more 11 3
may be necessary 1 4
may be needed 1 1
may be primarily 1 1
may be required 1 3
may be small 1 1
may be some 1 2
may be taken 1 2
may be that 3 3
may be the 11 10
may be unable 2 1
may be unintended 1 1
may be used 5 2
may be useful 1 3
may be watching 1 2
may begin to 1 4
may come to 1 1
may commit crimes 2 1
may conduct a 1 1
may consider the 1 1
may constitute a 1 1
may depend on 1 1
may emerge from 1 1
may even be 2 1
may for example 1 1
may give rise 1 1
may have a 5 1
may have been 15 2
may have on 1 1
may have to 4 15
may http www 41 4
may in fact 4 5
may increase the 2 1
may inflict great 2 1
may know that 1 1
may language english 9 3
may lead to 9 5
may look at 1 1
may make it 1 5
may no longer 1 2
may not always 1 3
may not be 43 13
may not come 2 1
may not even 3 1
may not have 5 1
may not reflect 1 1
may not understand 1 1
may not want 1 4
may occur as 2 1
may one day 1 1
may or may 3 4
may pm http 8 1
may provide a 1 1
may provide an 1 2
may rely on 4 1
may result in 2 4
may see the 1 1
may serve as 2 1
may serve to 2 1
may simply be 1 2
may stop and 1 1
may supra note 1 1
may take place 1 1
may want to 2 1
may well have 1 1
mayer sch xd 9 9
mayer schonberger and 1 2
mayer schonberger cukier 2 6
